onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	6	11	19	2
12	3	4	2	1	2	17	8	1
20	3	4	3	1	4	11	7	2
28	3	4	4	1	3	17	19	1
36	3	4	5	1	5	11	8	2
44	3	4	6	1	8	9	8	3
52	3	4	7	1	7	9	7	3
60	3	4	8	1	1	17	7	1
68	3	4	9	1	9	9	19	3
76	3	4	10	1	1	17	7	1
84	3	4	11	1	9	9	19	3
92	3	4	12	1	6	11	19	2
100	3	4	13	1	4	11	7	2
108	3	4	14	1	8	9	8	3
116	3	4	15	1	3	17	19	1
124	3	4	16	1	2	17	8	1
132	3	4	17	1	7	9	7	3
140	3	4	18	1	5	11	8	2
148	3	4	19	1	3	17	19	1
156	3	4	20	1	4	11	7	2
164	3	4	21	1	6	11	19	2
172	3	4	22	1	9	9	19	3
180	3	4	23	1	1	17	7	1
188	3	4	24	1	5	11	8	2
196	3	4	25	1	8	9	8	3
204	3	4	26	1	7	9	7	3
212	3	4	27	1	2	17	8	1
