onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	1	18	9	1
12	3	2	2	1	8	7	10	3
20	3	2	3	1	4	1	9	2
28	3	2	4	1	3	18	16	1
36	3	2	5	1	6	1	16	2
44	3	2	6	1	5	1	10	2
52	3	2	7	1	9	7	16	3
60	3	2	8	1	2	18	10	1
68	3	2	9	1	7	7	9	3
76	3	2	10	1	4	1	9	2
84	3	2	11	1	6	1	16	2
92	3	2	12	1	2	18	10	1
100	3	2	13	1	5	1	10	2
108	3	2	14	1	1	18	9	1
116	3	2	15	1	9	7	16	3
124	3	2	16	1	3	18	16	1
132	3	2	17	1	8	7	10	3
140	3	2	18	1	7	7	9	3
148	3	2	19	1	1	18	9	1
156	3	2	20	1	6	1	16	2
164	3	2	21	1	7	7	9	3
172	3	2	22	1	5	1	10	2
180	3	2	23	1	8	7	10	3
188	3	2	24	1	9	7	16	3
196	3	2	25	1	2	18	10	1
204	3	2	26	1	4	1	9	2
212	3	2	27	1	3	18	16	1
