onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	3	1	1	8	12	11	3
12	3	3	2	1	4	17	19	2
20	3	3	3	1	1	2	19	1
28	3	3	4	1	6	17	13	2
36	3	3	5	1	7	12	19	3
44	3	3	6	1	3	2	13	1
52	3	3	7	1	2	2	11	1
60	3	3	8	1	5	17	11	2
68	3	3	9	1	9	12	13	3
76	3	3	10	1	3	2	13	1
84	3	3	11	1	2	2	11	1
92	3	3	12	1	9	12	13	3
100	3	3	13	1	5	17	11	2
108	3	3	14	1	7	12	19	3
116	3	3	15	1	6	17	13	2
124	3	3	16	1	4	17	19	2
132	3	3	17	1	8	12	11	3
140	3	3	18	1	1	2	19	1
148	3	3	19	1	5	17	11	2
156	3	3	20	1	1	2	19	1
164	3	3	21	1	9	12	13	3
172	3	3	22	1	2	2	11	1
180	3	3	23	1	4	17	19	2
188	3	3	24	1	8	12	11	3
196	3	3	25	1	7	12	19	3
204	3	3	26	1	3	2	13	1
212	3	3	27	1	6	17	13	2
