onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	1	18	1	1
12	3	4	2	1	5	9	19	2
20	3	4	3	1	9	7	2	3
28	3	4	4	1	8	7	19	3
36	3	4	5	1	6	9	2	2
44	3	4	6	1	2	18	19	1
52	3	4	7	1	4	9	1	2
60	3	4	8	1	3	18	2	1
68	3	4	9	1	7	7	1	3
76	3	4	10	1	3	18	2	1
84	3	4	11	1	9	7	2	3
92	3	4	12	1	2	18	19	1
100	3	4	13	1	8	7	19	3
108	3	4	14	1	4	9	1	2
116	3	4	15	1	1	18	1	1
124	3	4	16	1	6	9	2	2
132	3	4	17	1	7	7	1	3
140	3	4	18	1	5	9	19	2
148	3	4	19	1	4	9	1	2
156	3	4	20	1	8	7	19	3
164	3	4	21	1	3	18	2	1
172	3	4	22	1	5	9	19	2
180	3	4	23	1	6	9	2	2
188	3	4	24	1	7	7	1	3
196	3	4	25	1	9	7	2	3
204	3	4	26	1	1	18	1	1
212	3	4	27	1	2	18	19	1
