onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	4	14	4	2
12	3	4	2	1	8	9	5	3
20	3	4	3	1	3	1	11	1
28	3	4	4	1	7	9	4	3
36	3	4	5	1	2	1	5	1
44	3	4	6	1	5	14	5	2
52	3	4	7	1	6	14	11	2
60	3	4	8	1	1	1	4	1
68	3	4	9	1	9	9	11	3
76	3	4	10	1	1	1	4	1
84	3	4	11	1	8	9	5	3
92	3	4	12	1	9	9	11	3
100	3	4	13	1	6	14	11	2
108	3	4	14	1	5	14	5	2
116	3	4	15	1	3	1	11	1
124	3	4	16	1	7	9	4	3
132	3	4	17	1	4	14	4	2
140	3	4	18	1	2	1	5	1
148	3	4	19	1	6	14	11	2
156	3	4	20	1	5	14	5	2
164	3	4	21	1	1	1	4	1
172	3	4	22	1	4	14	4	2
180	3	4	23	1	9	9	11	3
188	3	4	24	1	7	9	4	3
196	3	4	25	1	3	1	11	1
204	3	4	26	1	2	1	5	1
212	3	4	27	1	8	9	5	3
