onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	3	1	1	8	9	5	3
12	3	3	2	1	6	14	11	2
20	3	3	3	1	7	9	4	3
28	3	3	4	1	2	1	5	1
36	3	3	5	1	1	1	4	1
44	3	3	6	1	4	14	4	2
52	3	3	7	1	9	9	11	3
60	3	3	8	1	3	1	11	1
68	3	3	9	1	5	14	5	2
76	3	3	10	1	1	1	4	1
84	3	3	11	1	6	14	11	2
92	3	3	12	1	4	14	4	2
100	3	3	13	1	7	9	4	3
108	3	3	14	1	2	1	5	1
116	3	3	15	1	8	9	5	3
124	3	3	16	1	9	9	11	3
132	3	3	17	1	5	14	5	2
140	3	3	18	1	3	1	11	1
148	3	3	19	1	2	1	5	1
156	3	3	20	1	6	14	11	2
164	3	3	21	1	4	14	4	2
172	3	3	22	1	3	1	11	1
180	3	3	23	1	9	9	11	3
188	3	3	24	1	1	1	4	1
196	3	3	25	1	7	9	4	3
204	3	3	26	1	5	14	5	2
212	3	3	27	1	8	9	5	3
