onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	9	16	7	3
12	3	4	2	1	1	9	18	1
20	3	4	3	1	5	10	1	2
28	3	4	4	1	4	10	18	2
36	3	4	5	1	7	16	18	3
44	3	4	6	1	8	16	1	3
52	3	4	7	1	6	10	7	2
60	3	4	8	1	3	9	7	1
68	3	4	9	1	2	9	1	1
76	3	4	10	1	4	10	18	2
84	3	4	11	1	2	9	1	1
92	3	4	12	1	6	10	7	2
100	3	4	13	1	1	9	18	1
108	3	4	14	1	5	10	1	2
116	3	4	15	1	7	16	18	3
124	3	4	16	1	8	16	1	3
132	3	4	17	1	3	9	7	1
140	3	4	18	1	9	16	7	3
148	3	4	19	1	4	10	18	2
156	3	4	20	1	8	16	1	3
164	3	4	21	1	9	16	7	3
172	3	4	22	1	6	10	7	2
180	3	4	23	1	1	9	18	1
188	3	4	24	1	7	16	18	3
196	3	4	25	1	5	10	1	2
204	3	4	26	1	3	9	7	1
212	3	4	27	1	2	9	1	1
