onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	3	1	1	2	16	7	1
12	3	3	2	1	1	16	19	1
20	3	3	3	1	9	1	18	3
28	3	3	4	1	7	1	19	3
36	3	3	5	1	5	10	7	2
44	3	3	6	1	6	10	18	2
52	3	3	7	1	8	1	7	3
60	3	3	8	1	4	10	19	2
68	3	3	9	1	3	16	18	1
76	3	3	10	1	7	1	19	3
84	3	3	11	1	8	1	7	3
92	3	3	12	1	5	10	7	2
100	3	3	13	1	9	1	18	3
108	3	3	14	1	2	16	7	1
116	3	3	15	1	6	10	18	2
124	3	3	16	1	1	16	19	1
132	3	3	17	1	3	16	18	1
140	3	3	18	1	4	10	19	2
148	3	3	19	1	2	16	7	1
156	3	3	20	1	3	16	18	1
164	3	3	21	1	7	1	19	3
172	3	3	22	1	5	10	7	2
180	3	3	23	1	9	1	18	3
188	3	3	24	1	4	10	19	2
196	3	3	25	1	6	10	18	2
204	3	3	26	1	8	1	7	3
212	3	3	27	1	1	16	19	1
