onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	9	2	1	3
12	3	2	2	1	2	9	11	1
20	3	2	3	1	4	7	13	2
28	3	2	4	1	8	2	11	3
36	3	2	5	1	5	7	11	2
44	3	2	6	1	6	7	1	2
52	3	2	7	1	3	9	1	1
60	3	2	8	1	1	9	13	1
68	3	2	9	1	7	2	13	3
76	3	2	10	1	5	7	11	2
84	3	2	11	1	2	9	11	1
92	3	2	12	1	6	7	1	2
100	3	2	13	1	7	2	13	3
108	3	2	14	1	1	9	13	1
116	3	2	15	1	3	9	1	1
124	3	2	16	1	8	2	11	3
132	3	2	17	1	4	7	13	2
140	3	2	18	1	9	2	1	3
148	3	2	19	1	3	9	1	1
156	3	2	20	1	8	2	11	3
164	3	2	21	1	5	7	11	2
172	3	2	22	1	4	7	13	2
180	3	2	23	1	9	2	1	3
188	3	2	24	1	1	9	13	1
196	3	2	25	1	7	2	13	3
204	3	2	26	1	2	9	11	1
212	3	2	27	1	6	7	1	2
