onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	3	1	1	8	2	11	3
12	3	3	2	1	2	9	11	1
20	3	3	3	1	9	2	1	3
28	3	3	4	1	4	7	13	2
36	3	3	5	1	6	7	1	2
44	3	3	6	1	1	9	13	1
52	3	3	7	1	3	9	1	1
60	3	3	8	1	7	2	13	3
68	3	3	9	1	5	7	11	2
76	3	3	10	1	2	9	11	1
84	3	3	11	1	4	7	13	2
92	3	3	12	1	6	7	1	2
100	3	3	13	1	1	9	13	1
108	3	3	14	1	9	2	1	3
116	3	3	15	1	7	2	13	3
124	3	3	16	1	3	9	1	1
132	3	3	17	1	5	7	11	2
140	3	3	18	1	8	2	11	3
148	3	3	19	1	1	9	13	1
156	3	3	20	1	9	2	1	3
164	3	3	21	1	4	7	13	2
172	3	3	22	1	6	7	1	2
180	3	3	23	1	2	9	11	1
188	3	3	24	1	7	2	13	3
196	3	3	25	1	5	7	11	2
204	3	3	26	1	8	2	11	3
212	3	3	27	1	3	9	1	1
