onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	7	9	7	3
12	3	4	2	1	8	9	10	3
20	3	4	3	1	3	11	19	1
28	3	4	4	1	5	1	10	2
36	3	4	5	1	2	11	10	1
44	3	4	6	1	4	1	7	2
52	3	4	7	1	9	9	19	3
60	3	4	8	1	1	11	7	1
68	3	4	9	1	6	1	19	2
76	3	4	10	1	7	9	7	3
84	3	4	11	1	2	11	10	1
92	3	4	12	1	8	9	10	3
100	3	4	13	1	3	11	19	1
108	3	4	14	1	4	1	7	2
116	3	4	15	1	9	9	19	3
124	3	4	16	1	6	1	19	2
132	3	4	17	1	5	1	10	2
140	3	4	18	1	1	11	7	1
148	3	4	19	1	7	9	7	3
156	3	4	20	1	5	1	10	2
164	3	4	21	1	3	11	19	1
172	3	4	22	1	8	9	10	3
180	3	4	23	1	6	1	19	2
188	3	4	24	1	4	1	7	2
196	3	4	25	1	2	11	10	1
204	3	4	26	1	1	11	7	1
212	3	4	27	1	9	9	19	3
