onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	3	19	1	1
12	3	2	2	1	5	7	10	2
20	3	2	3	1	9	18	1	3
28	3	2	4	1	7	18	16	3
36	3	2	5	1	1	19	16	1
44	3	2	6	1	8	18	10	3
52	3	2	7	1	4	7	16	2
60	3	2	8	1	2	19	10	1
68	3	2	9	1	6	7	1	2
76	3	2	10	1	9	18	1	3
84	3	2	11	1	2	19	10	1
92	3	2	12	1	6	7	1	2
100	3	2	13	1	7	18	16	3
108	3	2	14	1	5	7	10	2
116	3	2	15	1	4	7	16	2
124	3	2	16	1	3	19	1	1
132	3	2	17	1	8	18	10	3
140	3	2	18	1	1	19	16	1
148	3	2	19	1	4	7	16	2
156	3	2	20	1	3	19	1	1
164	3	2	21	1	8	18	10	3
172	3	2	22	1	9	18	1	3
180	3	2	23	1	6	7	1	2
188	3	2	24	1	7	18	16	3
196	3	2	25	1	1	19	16	1
204	3	2	26	1	2	19	10	1
212	3	2	27	1	5	7	10	2
