onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	3	1	1	5	7	9	2
12	3	3	2	1	7	18	2	3
20	3	3	3	1	3	13	10	1
28	3	3	4	1	2	13	9	1
36	3	3	5	1	4	7	2	2
44	3	3	6	1	6	7	10	2
52	3	3	7	1	8	18	9	3
60	3	3	8	1	9	18	10	3
68	3	3	9	1	1	13	2	1
76	3	3	10	1	3	13	10	1
84	3	3	11	1	7	18	2	3
92	3	3	12	1	4	7	2	2
100	3	3	13	1	5	7	9	2
108	3	3	14	1	1	13	2	1
116	3	3	15	1	8	18	9	3
124	3	3	16	1	9	18	10	3
132	3	3	17	1	6	7	10	2
140	3	3	18	1	2	13	9	1
148	3	3	19	1	6	7	10	2
156	3	3	20	1	7	18	2	3
164	3	3	21	1	5	7	9	2
172	3	3	22	1	9	18	10	3
180	3	3	23	1	4	7	2	2
188	3	3	24	1	2	13	9	1
196	3	3	25	1	8	18	9	3
204	3	3	26	1	1	13	2	1
212	3	3	27	1	3	13	10	1
