onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	1	1	1	2	13	7	1
12	3	1	2	1	8	1	7	3
20	3	1	3	1	4	11	9	2
28	3	1	4	1	7	1	9	3
36	3	1	5	1	9	1	2	3
44	3	1	6	1	5	11	7	2
52	3	1	7	1	3	13	2	1
60	3	1	8	1	6	11	2	2
68	3	1	9	1	1	13	9	1
76	3	1	10	1	9	1	2	3
84	3	1	11	1	5	11	7	2
92	3	1	12	1	2	13	7	1
100	3	1	13	1	7	1	9	3
108	3	1	14	1	4	11	9	2
116	3	1	15	1	8	1	7	3
124	3	1	16	1	3	13	2	1
132	3	1	17	1	6	11	2	2
140	3	1	18	1	1	13	9	1
148	3	1	19	1	9	1	2	3
156	3	1	20	1	6	11	2	2
164	3	1	21	1	8	1	7	3
172	3	1	22	1	3	13	2	1
180	3	1	23	1	4	11	9	2
188	3	1	24	1	2	13	7	1
196	3	1	25	1	1	13	9	1
204	3	1	26	1	5	11	7	2
212	3	1	27	1	7	1	9	3
