onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	1	1	1	7	1	11	3
12	3	1	2	1	1	9	11	1
20	3	1	3	1	9	1	16	3
28	3	1	4	1	3	9	16	1
36	3	1	5	1	2	9	7	1
44	3	1	6	1	4	2	11	2
52	3	1	7	1	8	1	7	3
60	3	1	8	1	6	2	16	2
68	3	1	9	1	5	2	7	2
76	3	1	10	1	3	9	16	1
84	3	1	11	1	4	2	11	2
92	3	1	12	1	8	1	7	3
100	3	1	13	1	6	2	16	2
108	3	1	14	1	7	1	11	3
116	3	1	15	1	5	2	7	2
124	3	1	16	1	9	1	16	3
132	3	1	17	1	1	9	11	1
140	3	1	18	1	2	9	7	1
148	3	1	19	1	7	1	11	3
156	3	1	20	1	1	9	11	1
164	3	1	21	1	2	9	7	1
172	3	1	22	1	8	1	7	3
180	3	1	23	1	6	2	16	2
188	3	1	24	1	9	1	16	3
196	3	1	25	1	4	2	11	2
204	3	1	26	1	5	2	7	2
212	3	1	27	1	3	9	16	1
