onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	1	1	1	2	11	2	1
12	3	1	2	1	3	11	10	1
20	3	1	3	1	4	13	7	2
28	3	1	4	1	7	19	7	3
36	3	1	5	1	9	19	10	3
44	3	1	6	1	1	11	7	1
52	3	1	7	1	8	19	2	3
60	3	1	8	1	6	13	10	2
68	3	1	9	1	5	13	2	2
76	3	1	10	1	1	11	7	1
84	3	1	11	1	3	11	10	1
92	3	1	12	1	5	13	2	2
100	3	1	13	1	4	13	7	2
108	3	1	14	1	9	19	10	3
116	3	1	15	1	8	19	2	3
124	3	1	16	1	2	11	2	1
132	3	1	17	1	7	19	7	3
140	3	1	18	1	6	13	10	2
148	3	1	19	1	5	13	2	2
156	3	1	20	1	2	11	2	1
164	3	1	21	1	7	19	7	3
172	3	1	22	1	6	13	10	2
180	3	1	23	1	9	19	10	3
188	3	1	24	1	8	19	2	3
196	3	1	25	1	3	11	10	1
204	3	1	26	1	1	11	7	1
212	3	1	27	1	4	13	7	2
