onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	1	1	1	8	11	1	3
12	3	1	2	1	3	16	19	1
20	3	1	3	1	5	18	1	2
28	3	1	4	1	7	11	10	3
36	3	1	5	1	4	18	10	2
44	3	1	6	1	6	18	19	2
52	3	1	7	1	1	16	10	1
60	3	1	8	1	2	16	1	1
68	3	1	9	1	9	11	19	3
76	3	1	10	1	2	16	1	1
84	3	1	11	1	4	18	10	2
92	3	1	12	1	3	16	19	1
100	3	1	13	1	8	11	1	3
108	3	1	14	1	7	11	10	3
116	3	1	15	1	5	18	1	2
124	3	1	16	1	6	18	19	2
132	3	1	17	1	9	11	19	3
140	3	1	18	1	1	16	10	1
148	3	1	19	1	8	11	1	3
156	3	1	20	1	9	11	19	3
164	3	1	21	1	4	18	10	2
172	3	1	22	1	6	18	19	2
180	3	1	23	1	1	16	10	1
188	3	1	24	1	5	18	1	2
196	3	1	25	1	3	16	19	1
204	3	1	26	1	7	11	10	3
212	3	1	27	1	2	16	1	1
