onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	4	18	10	2
12	3	2	2	1	7	11	10	3
20	3	2	3	1	9	11	19	3
28	3	2	4	1	1	16	10	1
36	3	2	5	1	5	18	1	2
44	3	2	6	1	8	11	1	3
52	3	2	7	1	6	18	19	2
60	3	2	8	1	2	16	1	1
68	3	2	9	1	3	16	19	1
76	3	2	10	1	5	18	1	2
84	3	2	11	1	6	18	19	2
92	3	2	12	1	1	16	10	1
100	3	2	13	1	9	11	19	3
108	3	2	14	1	4	18	10	2
116	3	2	15	1	2	16	1	1
124	3	2	16	1	8	11	1	3
132	3	2	17	1	3	16	19	1
140	3	2	18	1	7	11	10	3
148	3	2	19	1	9	11	19	3
156	3	2	20	1	4	18	10	2
164	3	2	21	1	5	18	1	2
172	3	2	22	1	1	16	10	1
180	3	2	23	1	8	11	1	3
188	3	2	24	1	2	16	1	1
196	3	2	25	1	7	11	10	3
204	3	2	26	1	3	16	19	1
212	3	2	27	1	6	18	19	2
