onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	1	10	9	1
12	3	4	2	1	3	10	11	1
20	3	4	3	1	7	13	9	3
28	3	4	4	1	2	10	1	1
36	3	4	5	1	6	2	11	2
44	3	4	6	1	4	2	9	2
52	3	4	7	1	9	13	11	3
60	3	4	8	1	8	13	1	3
68	3	4	9	1	5	2	1	2
76	3	4	10	1	1	10	9	1
84	3	4	11	1	5	2	1	2
92	3	4	12	1	2	10	1	1
100	3	4	13	1	9	13	11	3
108	3	4	14	1	8	13	1	3
116	3	4	15	1	6	2	11	2
124	3	4	16	1	7	13	9	3
132	3	4	17	1	4	2	9	2
140	3	4	18	1	3	10	11	1
148	3	4	19	1	6	2	11	2
156	3	4	20	1	4	2	9	2
164	3	4	21	1	2	10	1	1
172	3	4	22	1	8	13	1	3
180	3	4	23	1	9	13	11	3
188	3	4	24	1	3	10	11	1
196	3	4	25	1	1	10	9	1
204	3	4	26	1	5	2	1	2
212	3	4	27	1	7	13	9	3
