onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	6	18	17	2
12	3	2	2	1	1	12	7	1
20	3	2	3	1	7	20	7	3
28	3	2	4	1	8	20	2	3
36	3	2	5	1	4	18	7	2
44	3	2	6	1	2	12	2	1
52	3	2	7	1	5	18	2	2
60	3	2	8	1	9	20	17	3
68	3	2	9	1	3	12	17	1
76	3	2	10	1	5	18	2	2
84	3	2	11	1	7	20	7	3
92	3	2	12	1	9	20	17	3
100	3	2	13	1	2	12	2	1
108	3	2	14	1	1	12	7	1
116	3	2	15	1	8	20	2	3
124	3	2	16	1	3	12	17	1
132	3	2	17	1	4	18	7	2
140	3	2	18	1	6	18	17	2
148	3	2	19	1	3	12	17	1
156	3	2	20	1	7	20	7	3
164	3	2	21	1	2	12	2	1
172	3	2	22	1	8	20	2	3
180	3	2	23	1	6	18	17	2
188	3	2	24	1	1	12	7	1
196	3	2	25	1	5	18	2	2
204	3	2	26	1	4	18	7	2
212	3	2	27	1	9	20	17	3
