onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	4	11	9	2
12	3	4	2	1	3	13	2	1
20	3	4	3	1	2	13	7	1
28	3	4	4	1	7	1	9	3
36	3	4	5	1	1	13	9	1
44	3	4	6	1	5	11	7	2
52	3	4	7	1	6	11	2	2
60	3	4	8	1	8	1	7	3
68	3	4	9	1	9	1	2	3
76	3	4	10	1	2	13	7	1
84	3	4	11	1	7	1	9	3
92	3	4	12	1	5	11	7	2
100	3	4	13	1	3	13	2	1
108	3	4	14	1	9	1	2	3
116	3	4	15	1	4	11	9	2
124	3	4	16	1	6	11	2	2
132	3	4	17	1	1	13	9	1
140	3	4	18	1	8	1	7	3
148	3	4	19	1	2	13	7	1
156	3	4	20	1	7	1	9	3
164	3	4	21	1	1	13	9	1
172	3	4	22	1	5	11	7	2
180	3	4	23	1	4	11	9	2
188	3	4	24	1	3	13	2	1
196	3	4	25	1	9	1	2	3
204	3	4	26	1	8	1	7	3
212	3	4	27	1	6	11	2	2
