onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	1	1	1	5	14	17	2
12	3	1	2	1	6	14	9	2
20	3	1	3	1	8	8	17	3
28	3	1	4	1	7	8	1	3
36	3	1	5	1	3	20	9	1
44	3	1	6	1	1	20	1	1
52	3	1	7	1	4	14	1	2
60	3	1	8	1	2	20	17	1
68	3	1	9	1	9	8	9	3
76	3	1	10	1	8	8	17	3
84	3	1	11	1	3	20	9	1
92	3	1	12	1	6	14	9	2
100	3	1	13	1	7	8	1	3
108	3	1	14	1	2	20	17	1
116	3	1	15	1	9	8	9	3
124	3	1	16	1	1	20	1	1
132	3	1	17	1	4	14	1	2
140	3	1	18	1	5	14	17	2
148	3	1	19	1	1	20	1	1
156	3	1	20	1	2	20	17	1
164	3	1	21	1	8	8	17	3
172	3	1	22	1	3	20	9	1
180	3	1	23	1	6	14	9	2
188	3	1	24	1	5	14	17	2
196	3	1	25	1	9	8	9	3
204	3	1	26	1	7	8	1	3
212	3	1	27	1	4	14	1	2
