onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	8	8	17	3
12	3	2	2	1	4	14	1	2
20	3	2	3	1	1	20	1	1
28	3	2	4	1	9	8	9	3
36	3	2	5	1	2	20	17	1
44	3	2	6	1	7	8	1	3
52	3	2	7	1	6	14	9	2
60	3	2	8	1	3	20	9	1
68	3	2	9	1	5	14	17	2
76	3	2	10	1	2	20	17	1
84	3	2	11	1	3	20	9	1
92	3	2	12	1	8	8	17	3
100	3	2	13	1	4	14	1	2
108	3	2	14	1	9	8	9	3
116	3	2	15	1	1	20	1	1
124	3	2	16	1	5	14	17	2
132	3	2	17	1	6	14	9	2
140	3	2	18	1	7	8	1	3
148	3	2	19	1	5	14	17	2
156	3	2	20	1	1	20	1	1
164	3	2	21	1	4	14	1	2
172	3	2	22	1	3	20	9	1
180	3	2	23	1	2	20	17	1
188	3	2	24	1	9	8	9	3
196	3	2	25	1	7	8	1	3
204	3	2	26	1	6	14	9	2
212	3	2	27	1	8	8	17	3
