onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	1	1	1	4	10	19	2
12	3	1	2	1	9	1	18	3
20	3	1	3	1	2	16	7	1
28	3	1	4	1	6	10	18	2
36	3	1	5	1	8	1	7	3
44	3	1	6	1	5	10	7	2
52	3	1	7	1	1	16	19	1
60	3	1	8	1	3	16	18	1
68	3	1	9	1	7	1	19	3
76	3	1	10	1	5	10	7	2
84	3	1	11	1	9	1	18	3
92	3	1	12	1	3	16	18	1
100	3	1	13	1	1	16	19	1
108	3	1	14	1	4	10	19	2
116	3	1	15	1	2	16	7	1
124	3	1	16	1	8	1	7	3
132	3	1	17	1	6	10	18	2
140	3	1	18	1	7	1	19	3
148	3	1	19	1	8	1	7	3
156	3	1	20	1	6	10	18	2
164	3	1	21	1	2	16	7	1
172	3	1	22	1	1	16	19	1
180	3	1	23	1	9	1	18	3
188	3	1	24	1	3	16	18	1
196	3	1	25	1	7	1	19	3
204	3	1	26	1	5	10	7	2
212	3	1	27	1	4	10	19	2
