onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	3	2	13	1
12	3	4	2	1	9	12	13	3
20	3	4	3	1	7	12	19	3
28	3	4	4	1	5	17	11	2
36	3	4	5	1	6	17	13	2
44	3	4	6	1	8	12	11	3
52	3	4	7	1	4	17	19	2
60	3	4	8	1	2	2	11	1
68	3	4	9	1	1	2	19	1
76	3	4	10	1	9	12	13	3
84	3	4	11	1	6	17	13	2
92	3	4	12	1	1	2	19	1
100	3	4	13	1	8	12	11	3
108	3	4	14	1	3	2	13	1
116	3	4	15	1	4	17	19	2
124	3	4	16	1	5	17	11	2
132	3	4	17	1	7	12	19	3
140	3	4	18	1	2	2	11	1
148	3	4	19	1	3	2	13	1
156	3	4	20	1	9	12	13	3
164	3	4	21	1	4	17	19	2
172	3	4	22	1	8	12	11	3
180	3	4	23	1	1	2	19	1
188	3	4	24	1	5	17	11	2
196	3	4	25	1	6	17	13	2
204	3	4	26	1	2	2	11	1
212	3	4	27	1	7	12	19	3
