onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	4	17	19	2
12	3	2	2	1	1	2	19	1
20	3	2	3	1	6	17	13	2
28	3	2	4	1	8	12	11	3
36	3	2	5	1	5	17	11	2
44	3	2	6	1	9	12	13	3
52	3	2	7	1	3	2	13	1
60	3	2	8	1	2	2	11	1
68	3	2	9	1	7	12	19	3
76	3	2	10	1	9	12	13	3
84	3	2	11	1	4	17	19	2
92	3	2	12	1	8	12	11	3
100	3	2	13	1	3	2	13	1
108	3	2	14	1	6	17	13	2
116	3	2	15	1	1	2	19	1
124	3	2	16	1	2	2	11	1
132	3	2	17	1	5	17	11	2
140	3	2	18	1	7	12	19	3
148	3	2	19	1	3	2	13	1
156	3	2	20	1	5	17	11	2
164	3	2	21	1	7	12	19	3
172	3	2	22	1	2	2	11	1
180	3	2	23	1	8	12	11	3
188	3	2	24	1	1	2	19	1
196	3	2	25	1	4	17	19	2
204	3	2	26	1	9	12	13	3
212	3	2	27	1	6	17	13	2
