onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	1	7	11	1
12	3	2	2	1	3	7	9	1
20	3	2	3	1	8	19	1	3
28	3	2	4	1	5	10	1	2
36	3	2	5	1	4	10	11	2
44	3	2	6	1	7	19	11	3
52	3	2	7	1	9	19	9	3
60	3	2	8	1	6	10	9	2
68	3	2	9	1	2	7	1	1
76	3	2	10	1	4	10	11	2
84	3	2	11	1	5	10	1	2
92	3	2	12	1	9	19	9	3
100	3	2	13	1	2	7	1	1
108	3	2	14	1	6	10	9	2
116	3	2	15	1	8	19	1	3
124	3	2	16	1	7	19	11	3
132	3	2	17	1	3	7	9	1
140	3	2	18	1	1	7	11	1
148	3	2	19	1	4	10	11	2
156	3	2	20	1	2	7	1	1
164	3	2	21	1	9	19	9	3
172	3	2	22	1	7	19	11	3
180	3	2	23	1	5	10	1	2
188	3	2	24	1	6	10	9	2
196	3	2	25	1	8	19	1	3
204	3	2	26	1	3	7	9	1
212	3	2	27	1	1	7	11	1
