onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	8	10	1	3
12	3	2	2	1	1	11	3	1
20	3	2	3	1	5	14	1	2
28	3	2	4	1	4	14	3	2
36	3	2	5	1	9	10	16	3
44	3	2	6	1	6	14	16	2
52	3	2	7	1	7	10	3	3
60	3	2	8	1	3	11	16	1
68	3	2	9	1	2	11	1	1
76	3	2	10	1	9	10	16	3
84	3	2	11	1	2	11	1	1
92	3	2	12	1	4	14	3	2
100	3	2	13	1	8	10	1	3
108	3	2	14	1	7	10	3	3
116	3	2	15	1	1	11	3	1
124	3	2	16	1	3	11	16	1
132	3	2	17	1	5	14	1	2
140	3	2	18	1	6	14	16	2
148	3	2	19	1	8	10	1	3
156	3	2	20	1	4	14	3	2
164	3	2	21	1	6	14	16	2
172	3	2	22	1	2	11	1	1
180	3	2	23	1	9	10	16	3
188	3	2	24	1	7	10	3	3
196	3	2	25	1	5	14	1	2
204	3	2	26	1	1	11	3	1
212	3	2	27	1	3	11	16	1
