onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	1	1	1	5	10	1	2
12	3	1	2	1	4	10	18	2
20	3	1	3	1	1	9	18	1
28	3	1	4	1	9	16	7	3
36	3	1	5	1	8	16	1	3
44	3	1	6	1	6	10	7	2
52	3	1	7	1	2	9	1	1
60	3	1	8	1	3	9	7	1
68	3	1	9	1	7	16	18	3
76	3	1	10	1	5	10	1	2
84	3	1	11	1	7	16	18	3
92	3	1	12	1	1	9	18	1
100	3	1	13	1	2	9	1	1
108	3	1	14	1	6	10	7	2
116	3	1	15	1	4	10	18	2
124	3	1	16	1	8	16	1	3
132	3	1	17	1	3	9	7	1
140	3	1	18	1	9	16	7	3
148	3	1	19	1	8	16	1	3
156	3	1	20	1	6	10	7	2
164	3	1	21	1	1	9	18	1
172	3	1	22	1	4	10	18	2
180	3	1	23	1	5	10	1	2
188	3	1	24	1	2	9	1	1
196	3	1	25	1	9	16	7	3
204	3	1	26	1	7	16	18	3
212	3	1	27	1	3	9	7	1
