onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	3	19	12	1
12	3	4	2	1	9	13	12	3
20	3	4	3	1	7	13	2	3
28	3	4	4	1	5	11	17	2
36	3	4	5	1	6	11	12	2
44	3	4	6	1	8	13	17	3
52	3	4	7	1	4	11	2	2
60	3	4	8	1	2	19	17	1
68	3	4	9	1	1	19	2	1
76	3	4	10	1	9	13	12	3
84	3	4	11	1	6	11	12	2
92	3	4	12	1	1	19	2	1
100	3	4	13	1	8	13	17	3
108	3	4	14	1	3	19	12	1
116	3	4	15	1	4	11	2	2
124	3	4	16	1	5	11	17	2
132	3	4	17	1	7	13	2	3
140	3	4	18	1	2	19	17	1
148	3	4	19	1	3	19	12	1
156	3	4	20	1	9	13	12	3
164	3	4	21	1	4	11	2	2
172	3	4	22	1	8	13	17	3
180	3	4	23	1	1	19	2	1
188	3	4	24	1	5	11	17	2
196	3	4	25	1	6	11	12	2
204	3	4	26	1	2	19	17	1
212	3	4	27	1	7	13	2	3
