onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	1	1	1	2	19	17	1
12	3	1	2	1	4	11	2	2
20	3	1	3	1	3	19	12	1
28	3	1	4	1	1	19	2	1
36	3	1	5	1	9	13	12	3
44	3	1	6	1	6	11	12	2
52	3	1	7	1	7	13	2	3
60	3	1	8	1	8	13	17	3
68	3	1	9	1	5	11	17	2
76	3	1	10	1	7	13	2	3
84	3	1	11	1	2	19	17	1
92	3	1	12	1	3	19	12	1
100	3	1	13	1	6	11	12	2
108	3	1	14	1	8	13	17	3
116	3	1	15	1	5	11	17	2
124	3	1	16	1	1	19	2	1
132	3	1	17	1	9	13	12	3
140	3	1	18	1	4	11	2	2
148	3	1	19	1	7	13	2	3
156	3	1	20	1	2	19	17	1
164	3	1	21	1	3	19	12	1
172	3	1	22	1	5	11	17	2
180	3	1	23	1	9	13	12	3
188	3	1	24	1	6	11	12	2
196	3	1	25	1	4	11	2	2
204	3	1	26	1	8	13	17	3
212	3	1	27	1	1	19	2	1
