onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	8	10	13	3
12	3	4	2	1	1	7	11	1
20	3	4	3	1	5	2	13	2
28	3	4	4	1	4	2	11	2
36	3	4	5	1	2	7	13	1
44	3	4	6	1	6	2	19	2
52	3	4	7	1	9	10	19	3
60	3	4	8	1	7	10	11	3
68	3	4	9	1	3	7	19	1
76	3	4	10	1	4	2	11	2
84	3	4	11	1	8	10	13	3
92	3	4	12	1	3	7	19	1
100	3	4	13	1	9	10	19	3
108	3	4	14	1	7	10	11	3
116	3	4	15	1	2	7	13	1
124	3	4	16	1	6	2	19	2
132	3	4	17	1	1	7	11	1
140	3	4	18	1	5	2	13	2
148	3	4	19	1	7	10	11	3
156	3	4	20	1	2	7	13	1
164	3	4	21	1	3	7	19	1
172	3	4	22	1	4	2	11	2
180	3	4	23	1	5	2	13	2
188	3	4	24	1	8	10	13	3
196	3	4	25	1	9	10	19	3
204	3	4	26	1	6	2	19	2
212	3	4	27	1	1	7	11	1
