onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	3	1	1	7	10	11	3
12	3	3	2	1	8	10	13	3
20	3	3	3	1	4	2	11	2
28	3	3	4	1	3	7	19	1
36	3	3	5	1	6	2	19	2
44	3	3	6	1	5	2	13	2
52	3	3	7	1	1	7	11	1
60	3	3	8	1	9	10	19	3
68	3	3	9	1	2	7	13	1
76	3	3	10	1	9	10	19	3
84	3	3	11	1	8	10	13	3
92	3	3	12	1	6	2	19	2
100	3	3	13	1	1	7	11	1
108	3	3	14	1	2	7	13	1
116	3	3	15	1	7	10	11	3
124	3	3	16	1	5	2	13	2
132	3	3	17	1	3	7	19	1
140	3	3	18	1	4	2	11	2
148	3	3	19	1	2	7	13	1
156	3	3	20	1	6	2	19	2
164	3	3	21	1	1	7	11	1
172	3	3	22	1	8	10	13	3
180	3	3	23	1	3	7	19	1
188	3	3	24	1	5	2	13	2
196	3	3	25	1	7	10	11	3
204	3	3	26	1	9	10	19	3
212	3	3	27	1	4	2	11	2
