onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	3	1	1	5	19	9	2
12	3	3	2	1	1	1	18	1
20	3	3	3	1	8	2	9	3
28	3	3	4	1	3	1	7	1
36	3	3	5	1	4	19	18	2
44	3	3	6	1	9	2	7	3
52	3	3	7	1	2	1	9	1
60	3	3	8	1	6	19	7	2
68	3	3	9	1	7	2	18	3
76	3	3	10	1	8	2	9	3
84	3	3	11	1	3	1	7	1
92	3	3	12	1	5	19	9	2
100	3	3	13	1	1	1	18	1
108	3	3	14	1	2	1	9	1
116	3	3	15	1	4	19	18	2
124	3	3	16	1	7	2	18	3
132	3	3	17	1	9	2	7	3
140	3	3	18	1	6	19	7	2
148	3	3	19	1	8	2	9	3
156	3	3	20	1	4	19	18	2
164	3	3	21	1	2	1	9	1
172	3	3	22	1	6	19	7	2
180	3	3	23	1	7	2	18	3
188	3	3	24	1	9	2	7	3
196	3	3	25	1	5	19	9	2
204	3	3	26	1	1	1	18	1
212	3	3	27	1	3	1	7	1
