onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	4	14	1	2
12	3	4	2	1	8	8	17	3
20	3	4	3	1	3	20	9	1
28	3	4	4	1	5	14	17	2
36	3	4	5	1	1	20	1	1
44	3	4	6	1	9	8	9	3
52	3	4	7	1	6	14	9	2
60	3	4	8	1	2	20	17	1
68	3	4	9	1	7	8	1	3
76	3	4	10	1	3	20	9	1
84	3	4	11	1	8	8	17	3
92	3	4	12	1	4	14	1	2
100	3	4	13	1	9	8	9	3
108	3	4	14	1	7	8	1	3
116	3	4	15	1	1	20	1	1
124	3	4	16	1	6	14	9	2
132	3	4	17	1	2	20	17	1
140	3	4	18	1	5	14	17	2
148	3	4	19	1	3	20	9	1
156	3	4	20	1	2	20	17	1
164	3	4	21	1	7	8	1	3
172	3	4	22	1	1	20	1	1
180	3	4	23	1	8	8	17	3
188	3	4	24	1	4	14	1	2
196	3	4	25	1	6	14	9	2
204	3	4	26	1	9	8	9	3
212	3	4	27	1	5	14	17	2
