onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	3	1	1	5	14	17	2
12	3	3	2	1	8	8	17	3
20	3	3	3	1	4	14	1	2
28	3	3	4	1	3	20	9	1
36	3	3	5	1	9	8	9	3
44	3	3	6	1	2	20	17	1
52	3	3	7	1	1	20	1	1
60	3	3	8	1	7	8	1	3
68	3	3	9	1	6	14	9	2
76	3	3	10	1	8	8	17	3
84	3	3	11	1	2	20	17	1
92	3	3	12	1	6	14	9	2
100	3	3	13	1	4	14	1	2
108	3	3	14	1	3	20	9	1
116	3	3	15	1	1	20	1	1
124	3	3	16	1	5	14	17	2
132	3	3	17	1	9	8	9	3
140	3	3	18	1	7	8	1	3
148	3	3	19	1	3	20	9	1
156	3	3	20	1	4	14	1	2
164	3	3	21	1	6	14	9	2
172	3	3	22	1	1	20	1	1
180	3	3	23	1	8	8	17	3
188	3	3	24	1	5	14	17	2
196	3	3	25	1	7	8	1	3
204	3	3	26	1	9	8	9	3
212	3	3	27	1	2	20	17	1
