onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	4	1	1	7	10	13	3
12	3	4	2	1	3	2	18	1
20	3	4	3	1	5	9	7	2
28	3	4	4	1	8	10	7	3
36	3	4	5	1	6	9	18	2
44	3	4	6	1	4	9	13	2
52	3	4	7	1	1	2	13	1
60	3	4	8	1	9	10	18	3
68	3	4	9	1	2	2	7	1
76	3	4	10	1	9	10	18	3
84	3	4	11	1	2	2	7	1
92	3	4	12	1	3	2	18	1
100	3	4	13	1	5	9	7	2
108	3	4	14	1	1	2	13	1
116	3	4	15	1	6	9	18	2
124	3	4	16	1	8	10	7	3
132	3	4	17	1	4	9	13	2
140	3	4	18	1	7	10	13	3
148	3	4	19	1	6	9	18	2
156	3	4	20	1	1	2	13	1
164	3	4	21	1	5	9	7	2
172	3	4	22	1	4	9	13	2
180	3	4	23	1	8	10	7	3
188	3	4	24	1	3	2	18	1
196	3	4	25	1	2	2	7	1
204	3	4	26	1	7	10	13	3
212	3	4	27	1	9	10	18	3
