onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	9	9	11	3
12	3	2	2	1	4	14	4	2
20	3	2	3	1	7	9	4	3
28	3	2	4	1	5	14	5	2
36	3	2	5	1	2	1	5	1
44	3	2	6	1	3	1	11	1
52	3	2	7	1	8	9	5	3
60	3	2	8	1	6	14	11	2
68	3	2	9	1	1	1	4	1
76	3	2	10	1	7	9	4	3
84	3	2	11	1	3	1	11	1
92	3	2	12	1	5	14	5	2
100	3	2	13	1	2	1	5	1
108	3	2	14	1	1	1	4	1
116	3	2	15	1	4	14	4	2
124	3	2	16	1	9	9	11	3
132	3	2	17	1	6	14	11	2
140	3	2	18	1	8	9	5	3
148	3	2	19	1	6	14	11	2
156	3	2	20	1	1	1	4	1
164	3	2	21	1	9	9	11	3
172	3	2	22	1	2	1	5	1
180	3	2	23	1	7	9	4	3
188	3	2	24	1	4	14	4	2
196	3	2	25	1	3	1	11	1
204	3	2	26	1	8	9	5	3
212	3	2	27	1	5	14	5	2
