onset	duration	run_num	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category
4	3	2	1	1	1	19	9	1
12	3	2	2	1	8	3	17	3
20	3	2	3	1	6	18	2	2
28	3	2	4	1	5	18	17	2
36	3	2	5	1	3	19	2	1
44	3	2	6	1	9	3	2	3
52	3	2	7	1	7	3	9	3
60	3	2	8	1	2	19	17	1
68	3	2	9	1	4	18	9	2
76	3	2	10	1	5	18	17	2
84	3	2	11	1	1	19	9	1
92	3	2	12	1	8	3	17	3
100	3	2	13	1	2	19	17	1
108	3	2	14	1	3	19	2	1
116	3	2	15	1	4	18	9	2
124	3	2	16	1	9	3	2	3
132	3	2	17	1	7	3	9	3
140	3	2	18	1	6	18	2	2
148	3	2	19	1	5	18	17	2
156	3	2	20	1	8	3	17	3
164	3	2	21	1	3	19	2	1
172	3	2	22	1	2	19	17	1
180	3	2	23	1	6	18	2	2
188	3	2	24	1	7	3	9	3
196	3	2	25	1	4	18	9	2
204	3	2	26	1	9	3	2	3
212	3	2	27	1	1	19	9	1
